                              GENEMARK PREDICTIONS

Sequence: AD-820-E17_NODE_1_length_88502_cov_101.2_ID_1
Sequence file: seq.fna
Sequence length: 702326
GC Content:  34.52%
Window length: 96
Window step: 12
Threshold value: 0.500
---
Matrix: Heuristic, GC = 34
Matrix author: Borodovsky Laboratory - Georgia Tech, School of Biology, Atlanta, GA, USA
Matrix order: 2

List of Open reading frames predicted as CDSs, shown with alternate starts
(regions from start to stop codon w/ coding function >0.50)

Left      Right     DNA         Coding Avg   Start
  424582    425010  direct      fr 1   0.78  0.54  

  425169    426413  direct      fr 3   0.85  0.62  
  425205    426413  direct      fr 3   0.87  0.75  
  425229    426413  direct      fr 3   0.88  0.04  
  425286    426413  direct      fr 3   0.88  0.84  
  425310    426413  direct      fr 3   0.88  0.28  

  426463    427056  complement  fr 3   0.76  0.30  
  426463    426906  complement  fr 3   0.71  0.05  
  426463    426858  complement  fr 3   0.71  0.54  
  426463    426804  complement  fr 3   0.71  0.35  

  427340    427714  direct      fr 2   0.71  0.83  
  427565    427714  direct      fr 2   0.69  0.34  

  427804    428040  complement  fr 3   0.54  0.79  

  428187    428840  direct      fr 3   0.84  0.24  
  428235    428840  direct      fr 3   0.90  0.43  
  428616    428840  direct      fr 3   0.80  0.13  
  428619    428840  direct      fr 3   0.78  0.17  

  429025    429843  complement  fr 3   0.89  0.01  
  429025    429567  complement  fr 3   0.84  0.68  
  429025    429561  complement  fr 3   0.83  0.29  

  430471    432054  complement  fr 3   0.80  0.93  
  430471    431937  complement  fr 3   0.80  0.13  
  430471    431646  complement  fr 3   0.76  0.43  
  430471    431628  complement  fr 3   0.77  0.57  

  432105    432680  complement  fr 2   0.62  0.09  
  432105    432626  complement  fr 2   0.65  0.70  
  432105    432596  complement  fr 2   0.64  0.12  
  432105    432566  complement  fr 2   0.63  0.02  

  432807    433547  direct      fr 3   0.82  0.80  
  432816    433547  direct      fr 3   0.82  0.87  
  432840    433547  direct      fr 3   0.84  0.79  
  432849    433547  direct      fr 3   0.86  0.18  
  432921    433547  direct      fr 3   0.86  0.34  
  432951    433547  direct      fr 3   0.86  0.64  
  433107    433547  direct      fr 3   0.81  0.09  

  433569    434351  direct      fr 3   0.71  0.84  
  433680    434351  direct      fr 3   0.72  0.07  
  433800    434351  direct      fr 3   0.67  0.02  
  433878    434351  direct      fr 3   0.68  0.70  

  434342    434983  direct      fr 2   0.88  0.77  
  434348    434983  direct      fr 2   0.88  0.76  
  434462    434983  direct      fr 2   0.88  0.66  
  434534    434983  direct      fr 2   0.87  0.35  
  434666    434983  direct      fr 2   0.83  0.03  

  435041    435400  direct      fr 2   0.65  0.14  
  435200    435400  direct      fr 2   0.67  0.29  
  435227    435400  direct      fr 2   0.66  0.06  

  435333    435629  direct      fr 3   0.55  0.20  
  435363    435629  direct      fr 3   0.62  0.80  
  435384    435629  direct      fr 3   0.65  0.54  

  435668    436165  direct      fr 2   0.82  0.65  
  435686    436165  direct      fr 2   0.86  0.25  
  435758    436165  direct      fr 2   0.90  0.04  
  435950    436165  direct      fr 2   0.81  0.49  

  436215    437156  direct      fr 3   0.78  0.02  
  436338    437156  direct      fr 3   0.77  0.09  
  436380    437156  direct      fr 3   0.76  0.09  

  437146    437883  direct      fr 1   0.66  0.71  
  437281    437883  direct      fr 1   0.74  0.39  

  437887    438828  direct      fr 1   0.85  0.66  
  437923    438828  direct      fr 1   0.88  0.95  
  438124    438828  direct      fr 1   0.89  0.15  
  438364    438828  direct      fr 1   0.87  0.12  
  438409    438828  direct      fr 1   0.86  0.14  

  438839    441229  direct      fr 2   0.90  0.76  
  439040    441229  direct      fr 2   0.93  0.94  
  439079    441229  direct      fr 2   0.94  0.21  
  439097    441229  direct      fr 2   0.93  0.06  

  441229    441726  direct      fr 1   0.77  0.97  
  441352    441726  direct      fr 1   0.79  0.00  
  441580    441726  direct      fr 1   0.69  0.14  
  441628    441726  direct      fr 1   0.55  0.23  

  441739    442860  direct      fr 1   0.68  0.24  
  442129    442860  direct      fr 1   0.72  0.15  
  442342    442860  direct      fr 1   0.70  0.05  
  442357    442860  direct      fr 1   0.69  0.07  
  442441    442860  direct      fr 1   0.70  0.43  

  442865    443593  direct      fr 2   0.88  0.91  
  442883    443593  direct      fr 2   0.89  0.89  
  442916    443593  direct      fr 2   0.90  0.12  
  443012    443593  direct      fr 2   0.89  0.53  
  443018    443593  direct      fr 2   0.89  0.45  

  443606    444568  direct      fr 2   0.82  0.61  
  443666    444568  direct      fr 2   0.86  0.51  
  443669    444568  direct      fr 2   0.86  0.53  
  444158    444568  direct      fr 2   0.87  0.19  

  444569    445168  direct      fr 2   0.64  0.38  
  444638    445168  direct      fr 2   0.71  0.74  
  444665    445168  direct      fr 2   0.70  0.39  
  444746    445168  direct      fr 2   0.67  0.25  

  445165    446448  direct      fr 1   0.77  0.84  
  445390    446448  direct      fr 1   0.82  0.37  
  445639    446448  direct      fr 1   0.82  0.27  
  445720    446448  direct      fr 1   0.84  0.40  
  445744    446448  direct      fr 1   0.84  0.18  

  446599    447708  direct      fr 1   0.89  0.68  
  446614    447708  direct      fr 1   0.90  0.65  
  447046    447708  direct      fr 1   0.90  0.13  
  447277    447708  direct      fr 1   0.86  0.56  
  447292    447708  direct      fr 1   0.85  0.68  

  447701    449539  direct      fr 2   0.83  0.61  
  447968    449539  direct      fr 2   0.83  0.22  
  448037    449539  direct      fr 2   0.84  0.63  
  448046    449539  direct      fr 2   0.84  0.74  

  449536    450414  direct      fr 1   0.51  0.17  
  449722    450414  direct      fr 1   0.57  0.43  
  449902    450414  direct      fr 1   0.64  0.45  
  449911    450414  direct      fr 1   0.63  0.51  
  449920    450414  direct      fr 1   0.63  0.09  

  450411    450821  direct      fr 3   0.85  0.10  
  450435    450821  direct      fr 3   0.85  0.24  
  450444    450821  direct      fr 3   0.85  0.20  

  450823    451251  complement  fr 3   0.79  0.95  
  450823    451182  complement  fr 3   0.82  0.22  
  450823    451167  complement  fr 3   0.81  0.37  
  450823    451017  complement  fr 3   0.69  0.23  

  451256    451528  complement  fr 1   0.66  0.88  
  451256    451498  complement  fr 1   0.75  0.91  

  451528    451920  complement  fr 3   0.76  0.46  
  451528    451890  complement  fr 3   0.81  0.90  
  451528    451827  complement  fr 3   0.81  0.24  
  451528    451716  complement  fr 3   0.69  0.08  
  451528    451710  complement  fr 3   0.69  0.07  

  451949    452392  complement  fr 1   0.74  0.84  
  451949    452227  complement  fr 1   0.76  0.10  
  451949    452212  complement  fr 1   0.76  0.27  

  452402    453352  complement  fr 1   0.75  0.02  
  452402    453295  complement  fr 1   0.80  0.79  
  452402    453247  complement  fr 1   0.82  0.07  
  452402    453133  complement  fr 1   0.80  0.16  
  452402    452629  complement  fr 1   0.62  0.46  

  453349    453840  complement  fr 3   0.55  0.22  

  453846    454502  complement  fr 2   0.78  0.75  
  453846    454256  complement  fr 2   0.74  0.04  
  453846    454232  complement  fr 2   0.73  0.00  
  453846    454187  complement  fr 2   0.71  0.30  

  454504    455040  complement  fr 3   0.61  0.35  
  454504    454911  complement  fr 3   0.54  0.55  
  454504    454872  complement  fr 3   0.50  0.65  

  455238    456458  direct      fr 3   0.88  0.11  
  455358    456458  direct      fr 3   0.87  0.07  
  455415    456458  direct      fr 3   0.86  0.03  

  456735    456974  direct      fr 3   0.67  0.28  
  456816    456974  direct      fr 3   0.73  0.17  
  456825    456974  direct      fr 3   0.74  0.12  
  456840    456974  direct      fr 3   0.74  0.38  

  457326    457607  direct      fr 3   0.76  0.91  

  457827    458078  complement  fr 2   0.59  0.26  
  457827    458042  complement  fr 2   0.62  0.27  

  458099    458779  complement  fr 1   0.60  0.58  
  458099    458725  complement  fr 1   0.61  0.11  
  458099    458323  complement  fr 1   0.53  0.20  

  459043    459432  direct      fr 1   0.60  0.91  

  459436    459975  direct      fr 1   0.80  0.10  
  459466    459975  direct      fr 1   0.83  0.61  
  459574    459975  direct      fr 1   0.86  0.05  
  459586    459975  direct      fr 1   0.86  0.08  
  459649    459975  direct      fr 1   0.84  0.67  

  460032    461672  direct      fr 3   0.84  0.98  
  460122    461672  direct      fr 3   0.84  0.03  
  460131    461672  direct      fr 3   0.84  0.01  
  460212    461672  direct      fr 3   0.86  0.74  
  460218    461672  direct      fr 3   0.86  0.37  

  461676    463019  complement  fr 2   0.85  0.25  
  461676    463004  complement  fr 2   0.86  0.38  
  461676    462953  complement  fr 2   0.87  0.67  
  461676    462950  complement  fr 2   0.87  0.74  
  461676    462935  complement  fr 2   0.87  0.37  

  463036    464178  complement  fr 3   0.84  0.88  
  463036    464118  complement  fr 3   0.85  0.22  
  463036    464082  complement  fr 3   0.85  0.35  
  463036    463812  complement  fr 3   0.81  0.08  

  464189    464830  complement  fr 1   0.62  0.16  
  464189    464806  complement  fr 1   0.64  0.10  
  464189    464419  complement  fr 1   0.61  0.51  

  464793    465341  complement  fr 2   0.72  0.92  
  464793    465059  complement  fr 2   0.72  0.37  
  464793    465038  complement  fr 2   0.73  0.07  

  465417    466628  complement  fr 2   0.86  0.89  
  465417    466556  complement  fr 2   0.89  0.33  
  465417    466541  complement  fr 2   0.89  0.39  
  465417    466526  complement  fr 2   0.89  0.04  

  466629    467099  complement  fr 2   0.83  0.09  
  466629    467063  complement  fr 2   0.85  0.36  
  466629    467054  complement  fr 2   0.85  0.46  
  466629    466937  complement  fr 2   0.80  0.00  

  467185    468240  direct      fr 1   0.75  0.00  
  467281    468240  direct      fr 1   0.81  0.15  
  467500    468240  direct      fr 1   0.79  0.19  
  467536    468240  direct      fr 1   0.78  0.25  

  468289    468720  direct      fr 1   0.79  0.84  
  468313    468720  direct      fr 1   0.84  0.77  
  468373    468720  direct      fr 1   0.85  0.21  
  468382    468720  direct      fr 1   0.85  0.08  
  468448    468720  direct      fr 1   0.81  0.04  

  468713    469513  direct      fr 2   0.83  0.75  
  468788    469513  direct      fr 2   0.87  0.24  
  468797    469513  direct      fr 2   0.88  0.34  
  468800    469513  direct      fr 2   0.88  0.35  

  469506    470534  direct      fr 3   0.74  0.02  
  469854    470534  direct      fr 3   0.77  0.08  
  470199    470534  direct      fr 3   0.59  0.09  
  470424    470534  direct      fr 3   0.63  0.86  

  470676    471863  direct      fr 3   0.79  0.93  
  470703    471863  direct      fr 3   0.82  0.83  
  470712    471863  direct      fr 3   0.82  0.86  
  471117    471863  direct      fr 3   0.81  0.07  
  471384    471863  direct      fr 3   0.81  0.01  
  471687    471863  direct      fr 3   0.71  0.02  
  471750    471863  direct      fr 3   0.60  0.46  

  471883    472653  complement  fr 3   0.79  0.10  
  471883    472614  complement  fr 3   0.78  0.25  
  471883    472443  complement  fr 3   0.86  0.55  

  472653    473684  complement  fr 2   0.81  0.72  
  472653    473678  complement  fr 2   0.81  0.08  
  472653    473495  complement  fr 2   0.82  0.17  
  472653    473303  complement  fr 2   0.77  0.29  
  472653    473264  complement  fr 2   0.76  0.06  

  473846    474055  direct      fr 2   0.78  0.23  
  473939    474055  direct      fr 2   0.64  0.08  

  474115    474342  complement  fr 3   0.61  0.94  
  474115    474324  complement  fr 3   0.67  0.94  
  474115    474252  complement  fr 3   0.60  0.23  
  474115    474246  complement  fr 3   0.60  0.40  

  474527    474934  direct      fr 2   0.73  0.37  
  474653    474934  direct      fr 2   0.74  0.15  
  474659    474934  direct      fr 2   0.74  0.16  
  474839    474934  direct      fr 2   0.79  0.36  

  474964    475509  direct      fr 1   0.81  0.42  
  475033    475509  direct      fr 1   0.88  0.29  
  475105    475509  direct      fr 1   0.86  0.04  
  475264    475509  direct      fr 1   0.80  0.34  

  476230    476718  direct      fr 1   0.89  0.43  
  476314    476718  direct      fr 1   0.88  0.09  
  476353    476718  direct      fr 1   0.86  0.18  

  476715    477797  direct      fr 3   0.88  0.72  
  476790    477797  direct      fr 3   0.88  0.41  
  476889    477797  direct      fr 3   0.87  0.19  

  477764    478888  direct      fr 2   0.84  0.75  
  477794    478888  direct      fr 2   0.87  0.88  
  477971    478888  direct      fr 2   0.86  0.45  
  477995    478888  direct      fr 2   0.86  0.13  
  478034    478888  direct      fr 2   0.85  0.05  

  478907    480613  direct      fr 2   0.89  0.66  
  479021    480613  direct      fr 2   0.91  0.41  
  479237    480613  direct      fr 2   0.90  0.76  
  479435    480613  direct      fr 2   0.90  0.36  

  480613    481641  direct      fr 1   0.84  0.67  
  480652    481641  direct      fr 1   0.87  0.95  
  480658    481641  direct      fr 1   0.87  0.42  
  480688    481641  direct      fr 1   0.88  0.02  
  480727    481641  direct      fr 1   0.88  0.62  
  480751    481641  direct      fr 1   0.88  0.42  

  481668    482441  direct      fr 3   0.87  0.45  
  481716    482441  direct      fr 3   0.91  0.24  
  481866    482441  direct      fr 3   0.90  0.82  
  481884    482441  direct      fr 3   0.90  0.21  

  482467    484287  direct      fr 1   0.85  0.66  
  482542    484287  direct      fr 1   0.88  0.34  
  482602    484287  direct      fr 1   0.88  0.35  
  482866    484287  direct      fr 1   0.89  0.02  

  484279    485004  complement  fr 3   0.72  0.32  
  484279    484971  complement  fr 3   0.75  0.06  
  484279    484830  complement  fr 3   0.75  0.10  
  484279    484722  complement  fr 3   0.72  0.22  
  484279    484716  complement  fr 3   0.72  0.13  

  485207    487135  direct      fr 2   0.83  0.05  
  485261    487135  direct      fr 2   0.83  0.37  
  485327    487135  direct      fr 2   0.83  0.18  

  487120    488316  direct      fr 1   0.85  0.75  
  487132    488316  direct      fr 1   0.86  0.35  
  487237    488316  direct      fr 1   0.88  0.12  
  487246    488316  direct      fr 1   0.88  0.05  
  487360    488316  direct      fr 1   0.86  0.09  

  488319    488546  direct      fr 3   0.61  0.86  
  488424    488546  direct      fr 3   0.65  0.38  

  488546    488974  direct      fr 2   0.64  0.50  
  488597    488974  direct      fr 2   0.72  0.04  
  488870    488974  direct      fr 2   0.55  0.12  

  489204    489893  direct      fr 3   0.89  0.56  
  489222    489893  direct      fr 3   0.89  0.52  
  489327    489893  direct      fr 3   0.88  0.67  

  489894    490463  direct      fr 3   0.65  0.66  
  490287    490463  direct      fr 3   0.68  0.44  
  490293    490463  direct      fr 3   0.68  0.48  

  490831    491529  complement  fr 3   0.75  0.43  
  490831    491463  complement  fr 3   0.79  0.02  
  490831    491430  complement  fr 3   0.82  0.29  
  490831    491343  complement  fr 3   0.84  0.19  
  490831    491301  complement  fr 3   0.82  0.29  
  490831    491118  complement  fr 3   0.73  0.24  

  491507    492610  complement  fr 1   0.70  0.07  
  491507    492511  complement  fr 1   0.69  0.19  
  491507    491908  complement  fr 1   0.59  0.56  
  491507    491824  complement  fr 1   0.50  0.11  

  492607    492804  complement  fr 3   0.56  0.07  
  492607    492762  complement  fr 3   0.62  0.50  

  492798    494507  direct      fr 3   0.94  0.66  
  492825    494507  direct      fr 3   0.94  0.43  
  492939    494507  direct      fr 3   0.95  0.08  
  492957    494507  direct      fr 3   0.94  0.02  

  494633    495298  direct      fr 2   0.85  0.35  
  494951    495298  direct      fr 2   0.84  0.62  
  494987    495298  direct      fr 2   0.87  0.27  

  495326    495808  complement  fr 1   0.52  0.03  
  495326    495706  complement  fr 1   0.54  0.64  

  496097    497194  complement  fr 1   0.86  0.29  
  496097    497146  complement  fr 1   0.85  0.25  
  496097    496942  complement  fr 1   0.82  0.01  

  497249    498070  direct      fr 2   0.80  0.64  
  497327    498070  direct      fr 2   0.85  0.30  
  497531    498070  direct      fr 2   0.80  0.26  
  497636    498070  direct      fr 2   0.76  0.17  

  498047    499825  complement  fr 1   0.76  0.25  
  498047    499747  complement  fr 1   0.76  0.01  
  498047    499744  complement  fr 1   0.76  0.01  

  499897    500208  complement  fr 3   0.68  0.05  
  499897    500085  complement  fr 3   0.69  0.04  
  499897    500043  complement  fr 3   0.62  0.02  

  500225    500719  complement  fr 1   0.74  0.22  
  500225    500452  complement  fr 1   0.75  0.07  
  500225    500404  complement  fr 1   0.69  0.50  

  500729    501160  complement  fr 1   0.68  0.16  
  500729    501088  complement  fr 1   0.72  0.19  
  500729    500992  complement  fr 1   0.66  0.07  
  500729    500881  complement  fr 1   0.63  0.85  

  501355    501831  direct      fr 1   0.71  0.53  
  501376    501831  direct      fr 1   0.75  0.39  
  501499    501831  direct      fr 1   0.75  0.00  
  501523    501831  direct      fr 1   0.74  0.18  
  501535    501831  direct      fr 1   0.76  0.59  
  501556    501831  direct      fr 1   0.76  0.85  

  502006    502485  direct      fr 1   0.81  0.85  
  502033    502485  direct      fr 1   0.82  0.42  
  502096    502485  direct      fr 1   0.80  0.44  
  502288    502485  direct      fr 1   0.75  0.43  

  502762    504348  direct      fr 1   0.72  0.47  
  502783    504348  direct      fr 1   0.72  0.40  
  502939    504348  direct      fr 1   0.70  0.37  

  504349    505131  complement  fr 3   0.62  0.10  
  504349    505050  complement  fr 3   0.67  0.10  
  504349    504945  complement  fr 3   0.72  0.72  
  504349    504918  complement  fr 3   0.72  0.44  
  504349    504900  complement  fr 3   0.71  0.25  

  505103    505726  direct      fr 2   0.83  0.75  
  505157    505726  direct      fr 2   0.89  0.16  
  505475    505726  direct      fr 2   0.81  0.78  
  505535    505726  direct      fr 2   0.76  0.14  

  505901    507103  direct      fr 2   0.64  0.39  
  505967    507103  direct      fr 2   0.64  0.46  
  506036    507103  direct      fr 2   0.62  0.03  
  506282    507103  direct      fr 2   0.64  0.12  

  507362    507613  direct      fr 2   0.68  0.22  

  507627    508766  direct      fr 3   0.87  0.88  
  507660    508766  direct      fr 3   0.89  0.97  
  507684    508766  direct      fr 3   0.91  0.08  
  507786    508766  direct      fr 3   0.90  0.29  
  507795    508766  direct      fr 3   0.90  0.18  

  508776    509810  direct      fr 3   0.89  0.97  
  509085    509810  direct      fr 3   0.93  0.19  
  509118    509810  direct      fr 3   0.93  0.67  
  509190    509810  direct      fr 3   0.92  0.56  

  509813    510331  direct      fr 2   0.77  0.33  
  510050    510331  direct      fr 2   0.81  0.03  
  510191    510331  direct      fr 2   0.66  0.52  
  510200    510331  direct      fr 2   0.64  0.18  

  510371    511405  direct      fr 2   0.89  0.59  
  510431    511405  direct      fr 2   0.93  0.43  
  510434    511405  direct      fr 2   0.93  0.31  
  510467    511405  direct      fr 2   0.93  0.16  

  511469    512404  direct      fr 2   0.72  0.02  
  511586    512404  direct      fr 2   0.80  0.85  
  511838    512404  direct      fr 2   0.73  0.53  
  512141    512404  direct      fr 2   0.54  0.19  

  512731    514074  complement  fr 3   0.84  0.94  
  512731    513831  complement  fr 3   0.84  0.25  
  512731    513792  complement  fr 3   0.83  0.03  
  512731    513777  complement  fr 3   0.83  0.03  

  514183    516945  complement  fr 3   0.85  0.45  
  514183    516900  complement  fr 3   0.85  0.26  
  514183    516828  complement  fr 3   0.85  0.50  
  514183    516543  complement  fr 3   0.84  0.23  

  517074    518162  direct      fr 3   0.74  0.26  
  517341    518162  direct      fr 3   0.81  0.09  
  517407    518162  direct      fr 3   0.81  0.60  
  517434    518162  direct      fr 3   0.81  0.13  

  519435    519722  direct      fr 3   0.74  0.58  
  519657    519722  direct      fr 3   0.51  0.02  

  519704    520183  direct      fr 2   0.73  0.61  
  519824    520183  direct      fr 2   0.79  0.23  
  519920    520183  direct      fr 2   0.81  0.30  
  519983    520183  direct      fr 2   0.76  0.26  

  520429    521544  complement  fr 3   0.71  0.69  
  520429    521181  complement  fr 3   0.81  0.02  
  520429    521106  complement  fr 3   0.88  0.40  
  520429    521064  complement  fr 3   0.88  0.27  

  521574    522401  complement  fr 2   0.87  0.04  
  521574    522383  complement  fr 2   0.88  0.13  
  521574    522380  complement  fr 2   0.88  0.17  
  521574    522335  complement  fr 2   0.88  0.61  

  522427    523314  complement  fr 3   0.74  0.29  
  522427    523242  complement  fr 3   0.76  0.00  
  522427    523212  complement  fr 3   0.75  0.20  
  522427    523194  complement  fr 3   0.76  0.80  

  523286    524014  complement  fr 1   0.75  0.90  
  523286    523678  complement  fr 1   0.80  0.29  
  523286    523630  complement  fr 1   0.78  0.11  
  523286    523618  complement  fr 1   0.77  0.15  

  523719    523838  direct      fr 3   0.52  0.83  

  524011    525576  complement  fr 3   0.65  0.14  
  524011    525438  complement  fr 3   0.68  0.48  
  524011    525435  complement  fr 3   0.68  0.33  
  524011    525252  complement  fr 3   0.68  0.31  

  525577    527001  complement  fr 3   0.82  0.75  
  525577    526824  complement  fr 3   0.88  0.11  
  525577    526548  complement  fr 3   0.91  0.47  
  525577    526533  complement  fr 3   0.91  0.33  

  527098    528510  complement  fr 3   0.82  0.32  
  527098    528450  complement  fr 3   0.85  0.54  
  527098    528432  complement  fr 3   0.85  0.40  
  527098    528387  complement  fr 3   0.85  0.34  

  528772    528933  direct      fr 1   0.54  0.30  
  528778    528933  direct      fr 1   0.54  0.21  

  528917    529591  complement  fr 1   0.68  0.47  
  528917    529525  complement  fr 1   0.70  0.34  
  528917    529498  complement  fr 1   0.69  0.61  
  528917    529486  complement  fr 1   0.68  0.72  

  529697    530713  complement  fr 1   0.89  0.40  
  529697    530551  complement  fr 1   0.86  0.33  
  529697    530386  complement  fr 1   0.84  0.02  

  530725    531546  complement  fr 3   0.82  0.84  
  530725    531504  complement  fr 3   0.82  0.07  
  530725    531447  complement  fr 3   0.81  0.20  
  530725    531372  complement  fr 3   0.81  0.55  

  531536    532282  complement  fr 1   0.77  0.24  
  531536    531940  complement  fr 1   0.65  0.11  
  531536    531880  complement  fr 1   0.61  0.09  

  532243    536475  complement  fr 3   0.82  0.01  
  532243    536427  complement  fr 3   0.83  0.02  
  532243    536226  complement  fr 3   0.85  0.11  
  532243    536151  complement  fr 3   0.85  0.20  
  532243    535662  complement  fr 3   0.83  0.32  

  535019    535147  direct      fr 2   0.58  0.88  

  536662    537177  complement  fr 3   0.88  0.05  
  536662    537156  complement  fr 3   0.87  0.24  
  536662    536838  complement  fr 3   0.68  0.30  

  537295    539112  complement  fr 3   0.78  0.57  
  537295    539085  complement  fr 3   0.79  0.84  
  537295    539082  complement  fr 3   0.79  0.78  
  537295    539076  complement  fr 3   0.79  0.85  
  537295    538965  complement  fr 3   0.80  0.25  
  537295    538926  complement  fr 3   0.81  0.69  
  537295    538881  complement  fr 3   0.80  0.01  

  539116    540348  complement  fr 3   0.74  0.41  
  539116    540318  complement  fr 3   0.76  0.44  
  539116    540273  complement  fr 3   0.76  0.09  
  539116    540258  complement  fr 3   0.77  0.13  
  539116    540177  complement  fr 3   0.76  0.19  
  539116    540024  complement  fr 3   0.73  0.52  

  540492    541814  direct      fr 3   0.80  0.07  
  540777    541814  direct      fr 3   0.86  0.52  
  540831    541814  direct      fr 3   0.85  0.31  
  540873    541814  direct      fr 3   0.85  0.01  

  541866    542357  complement  fr 2   0.85  0.68  
  541866    542273  complement  fr 2   0.85  0.08  
  541866    542198  complement  fr 2   0.82  0.24  
  541866    542018  complement  fr 2   0.63  0.35  

  542378    544045  complement  fr 1   0.90  0.48  
  542378    543949  complement  fr 1   0.90  0.21  
  542378    543910  complement  fr 1   0.89  0.01  

  544208    545896  complement  fr 1   0.91  0.22  
  544208    545653  complement  fr 1   0.90  0.09  
  544208    545638  complement  fr 1   0.90  0.00  

  546561    546728  complement  fr 2   0.64  0.76  

  546899    547201  direct      fr 2   0.61  0.60  
  547067    547201  direct      fr 2   0.69  0.47  
  547070    547201  direct      fr 2   0.67  0.14  
  547088    547201  direct      fr 2   0.64  0.06  

  547203    548435  direct      fr 3   0.81  0.60  
  547290    548435  direct      fr 3   0.84  0.39  
  547317    548435  direct      fr 3   0.83  0.34  
  547347    548435  direct      fr 3   0.83  0.02  

  548538    549971  direct      fr 3   0.75  0.91  
  548640    549971  direct      fr 3   0.77  0.07  
  548682    549971  direct      fr 3   0.76  0.11  
  548724    549971  direct      fr 3   0.76  0.12  

  549968    550714  direct      fr 2   0.80  0.91  
  549971    550714  direct      fr 2   0.80  0.86  
  550064    550714  direct      fr 2   0.84  0.04  
  550337    550714  direct      fr 2   0.74  0.02  
  550349    550714  direct      fr 2   0.74  0.07  

  550714    551853  direct      fr 1   0.88  0.71  
  550858    551853  direct      fr 1   0.90  0.44  
  550897    551853  direct      fr 1   0.90  0.46  
  550972    551853  direct      fr 1   0.89  0.03  

  551866    552288  direct      fr 1   0.75  0.97  
  551872    552288  direct      fr 1   0.77  0.86  
  551929    552288  direct      fr 1   0.82  0.14  
  551935    552288  direct      fr 1   0.82  0.06  
  552034    552288  direct      fr 1   0.76  0.70  

  552285    552611  direct      fr 3   0.52  0.98  
  552432    552611  direct      fr 3   0.52  0.16  

  552795    553142  direct      fr 3   0.80  0.90  
  552924    553142  direct      fr 3   0.80  0.22  
  552936    553142  direct      fr 3   0.80  0.24  
  552981    553142  direct      fr 3   0.77  0.45  

  553152    554387  direct      fr 3   0.59  0.23  
  553272    554387  direct      fr 3   0.65  0.22  
  553293    554387  direct      fr 3   0.65  0.48  
  553305    554387  direct      fr 3   0.65  0.23  
  553332    554387  direct      fr 3   0.65  0.41  

  554393    554704  direct      fr 2   0.70  0.51  
  554402    554704  direct      fr 2   0.72  0.60  
  554471    554704  direct      fr 2   0.80  0.39  
  554477    554704  direct      fr 2   0.79  0.20  
  554531    554704  direct      fr 2   0.74  0.02  

  554722    555015  complement  fr 3   0.79  0.26  
  554722    554958  complement  fr 3   0.76  0.35  
  554722    554919  complement  fr 3   0.72  0.10  

  555170    555568  complement  fr 1   0.55  0.22  
  555170    555478  complement  fr 1   0.66  0.52  
  555170    555451  complement  fr 1   0.65  0.08  
  555170    555421  complement  fr 1   0.64  0.03  

  555568    556575  complement  fr 3   0.88  0.06  
  555568    556491  complement  fr 3   0.87  0.22  
  555568    556107  complement  fr 3   0.82  0.03  

  556773    557339  direct      fr 3   0.85  0.68  
  556824    557339  direct      fr 3   0.85  0.36  
  556917    557339  direct      fr 3   0.82  0.20  

  557339    557716  direct      fr 2   0.73  0.95  
  557390    557716  direct      fr 2   0.85  0.04  
  557405    557716  direct      fr 2   0.85  0.18  
  557417    557716  direct      fr 2   0.84  0.07  

  557713    558933  complement  fr 3   0.70  0.16  
  557713    558810  complement  fr 3   0.75  0.84  
  557713    558762  complement  fr 3   0.74  0.10  
  557713    558720  complement  fr 3   0.73  0.01  

  558926    559822  complement  fr 1   0.86  0.77  
  558926    559741  complement  fr 1   0.86  0.14  
  558926    559738  complement  fr 1   0.86  0.19  
  558926    559477  complement  fr 1   0.81  0.06  

  561136    566964  complement  fr 3   0.74  0.16  
  561136    566580  complement  fr 3   0.73  0.13  
  561136    566529  complement  fr 3   0.73  0.17  
  561136    566505  complement  fr 3   0.73  0.26  
  561136    566466  complement  fr 3   0.73  0.11  

  566961    567188  complement  fr 2   0.58  0.21  

  567185    569026  complement  fr 1   0.77  0.19  
  567185    568909  complement  fr 1   0.77  0.10  
  567185    568597  complement  fr 1   0.72  0.07  
  567185    568573  complement  fr 1   0.72  0.07  

  569023    570255  complement  fr 3   0.81  0.82  
  569023    569946  complement  fr 3   0.84  0.16  
  569023    569901  complement  fr 3   0.83  0.38  
  569023    569802  complement  fr 3   0.82  0.22  

  571029    571658  complement  fr 2   0.80  0.35  
  571029    571412  complement  fr 2   0.71  0.23  
  571029    571289  complement  fr 2   0.71  0.06  
  571029    571154  complement  fr 2   0.58  0.60  

  571690    573237  direct      fr 1   0.74  0.83  
  571723    573237  direct      fr 1   0.75  0.02  
  571735    573237  direct      fr 1   0.74  0.01  

  573747    573959  direct      fr 3   0.61  0.70  
  573762    573959  direct      fr 3   0.59  0.29  
  573765    573959  direct      fr 3   0.59  0.12  

  573969    574703  direct      fr 3   0.83  0.79  
